MSZoning,LotArea,LotShape,Utilities,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,Functional,GarageType,GarageArea,PavedDrive,YrSold,SaleType,SaleCondition,SalePrice
RH,4058,Reg,AllPub,TwnhsE,SFoyer,7,5,1998,GasA,Y,SBrkr,767,0,Typ,Attchd,367,Y,2007,WD,Normal,133000
RL,17104,IR1,AllPub,1Fam,2Story,7,5,2006,GasA,Y,SBrkr,664,832,Typ,Attchd,426,Y,2006,New,Partial,179665
RL,13837,IR1,AllPub,1Fam,1.5Fin,7,5,1988,GasA,Y,SBrkr,1377,806,Typ,Attchd,786,Y,2006,WD,Normal,229000
RL,8737,IR1,AllPub,1Fam,1.5Fin,6,7,1923,GasA,Y,FuseA,915,720,Typ,Detchd,440,Y,2007,WD,Normal,210000
RL,7244,Reg,AllPub,1Fam,SFoyer,5,7,1970,GasA,Y,SBrkr,768,0,Typ,Detchd,624,Y,2007,WD,Normal,129500
RM,8235,IR1,AllPub,1Fam,1Story,5,7,1955,GasA,Y,SBrkr,825,0,Typ,Detchd,720,Y,2008,WD,Normal,125000
FV,9375,Reg,AllPub,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,912,1182,Typ,BuiltIn,615,Y,2009,WD,Normal,263000
RL,4043,Reg,AllPub,TwnhsE,1Story,6,6,1977,GasA,Y,SBrkr,1069,0,Typ,Attchd,440,Y,2008,COD,Abnorml,140000
RM,6000,Reg,AllPub,1Fam,1Story,5,6,1957,GasA,Y,FuseA,928,0,Typ,Attchd,288,Y,2008,WD,Normal,112500
RL,11146,IR1,AllPub,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,1717,0,Typ,Attchd,908,Y,2009,WD,Normal,255500
RL,8777,Reg,AllPub,1Fam,1Story,4,5,1949,GasA,Y,SBrkr,1126,0,Typ,Detchd,520,N,2009,WD,Normal,108000
RL,10625,Reg,AllPub,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,1006,1040,Typ,BuiltIn,871,Y,2008,WD,Normal,284000
RM,6380,Reg,AllPub,1Fam,1.5Unf,5,6,1922,GasA,Y,FuseA,1048,0,Typ,Detchd,280,Y,2006,WD,Normal,113000
RL,14850,IR1,AllPub,1Fam,1Story,5,5,1957,GasA,Y,FuseA,1092,0,Typ,Attchd,299,Y,2006,WD,Normal,141000
C (all),11040,Reg,AllPub,1Fam,1.5Fin,4,6,1920,GasA,Y,SBrkr,897,439,Typ,CarPort,570,Y,2006,COD,Normal,108000
RL,21872,IR2,AllPub,1Fam,2Story,7,5,1996,GasA,Y,SBrkr,729,717,Typ,Attchd,406,Y,2008,WD,Normal,175000
RL,3196,Reg,AllPub,TwnhsE,1Story,7,5,2003,GasA,Y,SBrkr,1557,0,Typ,Attchd,420,Y,2006,WD,Normal,234000
RL,11341,IR1,AllPub,1Fam,1Story,5,6,1957,GasA,Y,SBrkr,1392,0,Mod,Detchd,528,Y,2010,WD,Normal,121500
RL,10010,Reg,AllPub,1Fam,1Story,5,5,1974,GasA,Y,SBrkr,1389,0,Typ,Attchd,418,Y,2006,WD,Normal,170000
RL,13907,Reg,AllPub,1Fam,1Story,5,6,1940,GasA,Y,SBrkr,996,0,Typ,NA,0,Y,2008,WD,Normal,108000
RL,21780,Reg,AllPub,1Fam,1.5Fin,6,7,1918,GasA,Y,SBrkr,1163,511,Typ,Detchd,396,N,2008,WD,Normal,185000
RL,13346,IR1,AllPub,1Fam,2Story,7,5,1992,GasA,Y,SBrkr,1166,1129,Typ,Attchd,590,Y,2006,WD,Normal,268000
RL,6858,Reg,AllPub,1Fam,2Story,6,4,1915,GasA,N,FuseF,841,806,Typ,Detchd,216,Y,2010,WD,Normal,128000
RL,11198,IR1,AllPub,1Fam,2Story,9,5,2005,GasA,Y,SBrkr,1134,1370,Typ,BuiltIn,656,Y,2008,WD,Normal,325000
RL,10171,IR1,AllPub,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,1535,0,Typ,Attchd,532,Y,2010,WD,Normal,214000
RL,12327,IR1,AllPub,1Fam,1.5Fin,8,8,1983,GasA,Y,SBrkr,1496,636,Min2,BuiltIn,612,Y,2009,WD,Normal,316600
RL,7032,IR1,AllPub,Duplex,SFoyer,5,5,1979,GasA,Y,SBrkr,943,0,Typ,Detchd,600,Y,2006,WD,Normal,135960
RL,13101,IR1,AllPub,Duplex,1Story,5,5,1965,GasA,Y,SBrkr,1728,0,Typ,Detchd,576,Y,2008,WD,Normal,142600
RL,7332,Reg,AllPub,1Fam,1Story,6,6,1959,GasA,Y,SBrkr,864,0,Typ,Attchd,288,Y,2006,WD,Abnorml,120000
RL,13159,IR1,AllPub,1Fam,2Story,7,5,2009,GasA,Y,SBrkr,846,846,Typ,Attchd,650,Y,2009,New,Partial,224500
RL,9967,IR1,AllPub,1Fam,SLvl,7,5,2000,GasA,Y,SBrkr,774,656,Typ,BuiltIn,400,Y,2007,WD,Normal,170000
RL,10500,Reg,AllPub,1Fam,SLvl,5,7,1971,GasA,Y,SBrkr,576,533,Typ,BuiltIn,288,Y,2007,WD,Normal,139000
RL,8480,Reg,AllPub,1Fam,1.5Fin,5,5,1947,GasA,Y,SBrkr,832,384,Typ,Detchd,336,Y,2008,COD,Abnorml,118500
RL,6292,Reg,AllPub,1Fam,1.5Fin,7,7,1928,GasA,Y,SBrkr,877,600,Typ,Detchd,216,Y,2009,WD,Normal,145000
RL,11777,IR1,AllPub,1Fam,SLvl,5,6,1966,GasA,Y,SBrkr,1320,0,Typ,Attchd,564,Y,2006,WD,Abnorml,164500
FV,3604,Reg,AllPub,TwnhsE,2Story,7,5,2007,GasA,Y,SBrkr,703,689,Typ,Detchd,540,Y,2008,WD,Abnorml,146000
RM,12150,Reg,AllPub,1Fam,1.5Fin,5,5,1954,GasA,N,FuseF,1050,745,Typ,Attchd,352,Y,2008,WD,Normal,131500
RL,14585,IR1,AllPub,1Fam,1Story,6,6,1960,GasA,Y,SBrkr,1429,0,Typ,Attchd,572,Y,2007,WD,Normal,181900
RL,12704,Reg,AllPub,1Fam,1Story,8,5,2008,GasA,Y,SBrkr,2042,0,Typ,Attchd,1390,Y,2009,New,Partial,253293
RL,11841,Reg,AllPub,Duplex,SFoyer,6,5,1990,GasA,Y,SBrkr,816,0,Typ,NA,0,Y,2007,WD,Normal,118500
RM,13500,Reg,AllPub,1Fam,2.5Unf,10,9,1893,GasA,Y,SBrkr,1521,1254,Typ,Detchd,880,Y,2008,WD,Normal,325000
RM,6120,Reg,AllPub,1Fam,1.5Fin,4,7,1935,GasA,Y,SBrkr,989,584,Typ,Detchd,240,Y,2009,WD,Normal,133000
RL,11443,Reg,AllPub,1Fam,1Story,8,5,2005,GasA,Y,SBrkr,2028,0,Typ,Attchd,880,Y,2006,New,Partial,369900
RL,10267,Reg,AllPub,1Fam,1Story,6,7,1918,GasA,Y,SBrkr,838,0,Typ,Detchd,275,N,2008,WD,Normal,130000
RL,8740,IR1,AllPub,1Fam,SFoyer,5,6,1982,GasA,Y,SBrkr,860,0,Typ,Detchd,528,Y,2009,WD,Normal,137000
RL,25095,IR1,AllPub,1Fam,1Story,5,8,1968,GasA,Y,SBrkr,1473,0,Typ,Attchd,452,Y,2009,WD,Partial,143000
RM,9100,Reg,AllPub,1Fam,1Story,5,6,1930,GasA,Y,FuseA,779,0,Typ,Detchd,308,P,2008,WD,Normal,79500
RL,8320,Reg,AllPub,1Fam,2Story,7,5,2004,GasA,Y,SBrkr,770,812,Typ,Attchd,520,Y,2008,WD,Normal,185900
RL,13478,IR1,AllPub,1Fam,2Story,10,5,2008,GasA,Y,SBrkr,1728,568,Typ,BuiltIn,842,Y,2009,ConLI,Normal,451950
RL,6600,Reg,AllPub,1Fam,1Story,5,8,1982,GasA,Y,SBrkr,816,0,Typ,Detchd,816,Y,2008,WD,Normal,138000
RM,4435,Reg,AllPub,TwnhsE,1Story,6,5,2003,GasA,Y,SBrkr,848,0,Typ,Attchd,420,Y,2009,WD,Normal,140000
RL,7990,IR1,AllPub,1Fam,1Story,5,6,1975,GasA,Y,SBrkr,924,0,Typ,Detchd,280,Y,2008,WD,Normal,110000
RL,11302,IR1,AllPub,1Fam,1Story,8,5,2005,GasA,Y,SBrkr,1826,0,Typ,Attchd,758,Y,2006,New,Partial,319000
RM,3600,Reg,AllPub,1Fam,2Story,6,7,1910,GasA,N,FuseA,684,684,Typ,Detchd,216,N,2006,WD,Normal,114504
RL,3922,Reg,AllPub,TwnhsE,1Story,7,5,2006,GasA,Y,SBrkr,1402,0,Typ,Attchd,648,Y,2007,New,Partial,194201
RL,12984,Reg,AllPub,1Fam,1Story,5,6,1977,GasA,Y,SBrkr,1647,0,Typ,Attchd,621,Y,2006,WD,Normal,217500
RM,1950,Reg,AllPub,Twnhs,2Story,6,6,1980,GasA,Y,SBrkr,716,840,Typ,Attchd,452,Y,2008,COD,Normal,151000
RL,10927,Reg,AllPub,1Fam,2Story,8,5,2005,GasA,Y,SBrkr,1058,846,Typ,BuiltIn,736,Y,2006,WD,Normal,275000
RM,9000,Reg,AllPub,1Fam,1.5Fin,6,6,1937,GasA,Y,SBrkr,780,595,Typ,Detchd,544,P,2007,WD,Normal,141000
RL,10041,IR1,AllPub,1Fam,2Story,8,5,1992,GasA,Y,SBrkr,927,988,Typ,Attchd,506,Y,2006,WD,Abnorml,220000
FV,3182,Reg,AllPub,TwnhsE,2Story,7,5,2004,GasA,Y,SBrkr,600,600,Typ,Detchd,480,Y,2010,WD,Normal,151000
RL,12803,IR1,AllPub,1Fam,1Story,7,5,2002,GasA,Y,SBrkr,1494,0,Typ,Attchd,530,Y,2008,WD,Normal,221000
RL,13600,Reg,AllPub,1Fam,2Story,7,6,1965,GasA,Y,SBrkr,1186,800,Typ,Attchd,486,Y,2009,WD,Normal,205000
RL,12464,IR2,AllPub,1Fam,1Story,5,5,1996,GasA,Y,SBrkr,1040,0,Typ,Detchd,576,Y,2009,WD,Normal,152000
RL,7800,Reg,AllPub,1Fam,2Story,5,8,1948,GasA,Y,SBrkr,1112,896,Typ,Attchd,230,Y,2006,WD,Normal,225000
RL,12168,Reg,AllPub,1Fam,2Story,8,6,1934,GasA,Y,SBrkr,1940,1254,Typ,Basment,380,Y,2007,WD,Alloca,359100
RL,7943,Reg,AllPub,1Fam,1Story,4,5,1961,GasA,Y,SBrkr,1029,0,Typ,Attchd,261,Y,2007,WD,Normal,118500
RL,11050,Reg,AllPub,1Fam,2Story,9,5,2000,GasA,Y,SBrkr,1476,677,Typ,Attchd,736,Y,2009,WD,Normal,313000
RL,10395,IR1,AllPub,1Fam,SLvl,6,6,1978,GasA,Y,SBrkr,1032,0,Typ,Attchd,564,Y,2007,WD,Normal,148000
RL,11885,Reg,AllPub,1Fam,2Story,8,5,2001,GasA,Y,SBrkr,1299,573,Typ,BuiltIn,531,Y,2009,WD,Normal,261500
RL,8402,Reg,AllPub,1Fam,1Story,5,5,2007,GasA,Y,SBrkr,1120,0,Typ,NA,0,Y,2007,New,Partial,147000
RM,1491,Reg,AllPub,TwnhsE,SFoyer,4,6,1972,GasA,Y,SBrkr,630,0,Typ,NA,0,Y,2010,WD,Normal,75500
RL,8800,Reg,AllPub,1Fam,SFoyer,6,7,1963,GasA,Y,SBrkr,1054,0,Typ,Attchd,480,Y,2010,WD,Abnorml,137500
RL,7861,IR1,AllPub,1Fam,2Story,6,5,2002,GasA,Y,SBrkr,807,702,Typ,Attchd,393,Y,2006,WD,Normal,183200
RL,7227,Reg,AllPub,1Fam,1.5Unf,6,6,1954,GasA,Y,SBrkr,832,0,Typ,Detchd,528,Y,2008,WD,Normal,105500
RL,11694,Reg,AllPub,1Fam,1Story,9,5,2007,GasA,Y,SBrkr,1828,0,Typ,Attchd,774,Y,2007,New,Partial,314813
RL,12244,Reg,AllPub,1Fam,2Story,8,5,2003,GasA,Y,SBrkr,1482,780,Typ,Attchd,749,Y,2008,WD,Normal,305000
RL,8248,Reg,AllPub,1Fam,1Story,3,3,1914,GasA,N,FuseF,864,0,Typ,NA,0,N,2008,WD,Normal,67000
RL,10800,Reg,AllPub,1Fam,2Story,6,7,1974,GasA,Y,SBrkr,1548,1066,Typ,Attchd,624,Y,2008,WD,Normal,240000
RL,7064,Reg,AllPub,1Fam,1Story,5,6,1977,GasA,Y,SBrkr,980,0,Typ,Detchd,484,Y,2009,WD,Normal,135000
FV,2117,Reg,AllPub,TwnhsE,2Story,6,5,2000,GasA,Y,SBrkr,756,756,Typ,Detchd,440,Y,2007,WD,Normal,168500
RL,10400,Reg,AllPub,1Fam,2Story,6,5,1972,GasA,Y,SBrkr,1012,778,Min2,Attchd,484,Y,2006,WD,Normal,165150
RL,10000,IR1,AllPub,1Fam,1Story,6,6,1962,GasA,Y,SBrkr,1116,0,Typ,Attchd,440,Y,2010,WD,Normal,160000
RL,12342,IR1,AllPub,1Fam,1Story,5,5,1960,GasA,Y,SBrkr,1422,0,Min1,Attchd,286,Y,2007,WD,Normal,139900
RL,9600,Reg,AllPub,1Fam,SLvl,6,6,1955,GasA,Y,SBrkr,1520,0,Typ,Basment,364,Y,2010,WD,Normal,153000
RL,11606,IR1,AllPub,1Fam,2Story,5,5,1969,GasA,Y,SBrkr,1040,1040,Typ,Attchd,504,Y,2007,WD,Family,135000
RL,9020,Reg,AllPub,1Fam,SLvl,6,5,1964,GasA,Y,SBrkr,1350,0,Typ,Attchd,520,Y,2008,WD,Normal,168500
RM,9000,Reg,AllPub,1Fam,2Story,5,6,1880,GasA,Y,FuseA,1089,661,Typ,Detchd,240,N,2006,WD,Abnorml,124000
RL,4590,Reg,AllPub,Twnhs,1Story,8,5,2006,GasA,Y,SBrkr,1554,0,Typ,Attchd,627,Y,2007,WD,Normal,209500
RL,11900,Reg,AllPub,1Fam,1Story,7,5,1977,GasA,Y,SBrkr,1411,0,Typ,Attchd,544,Y,2009,WD,Family,82500
RL,9250,Reg,AllPub,1Fam,1Story,5,7,1954,GasA,Y,SBrkr,1056,0,Typ,Attchd,260,Y,2007,WD,Normal,139400
RL,6979,Reg,AllPub,Duplex,SFoyer,6,5,1980,GasA,Y,SBrkr,1056,0,Typ,Detchd,576,Y,2010,WD,Normal,144000
RH,10896,Reg,AllPub,2fmCon,2.5Fin,6,7,1914,GasA,Y,FuseA,1440,1440,Typ,NA,0,N,2007,WD,Abnorml,200000
RM,6120,Reg,AllPub,1Fam,1Story,2,3,1936,Grav,N,FuseA,800,0,Maj1,NA,0,N,2009,ConLw,Normal,60000
RM,6000,Reg,AllPub,2fmCon,1.5Fin,5,4,1954,GasA,Y,FuseA,811,576,Typ,BuiltIn,256,Y,2009,WD,Normal,93000
RL,8777,Reg,AllPub,1Fam,1Story,5,7,1910,GasA,Y,FuseA,796,0,Typ,NA,0,P,2008,WD,Normal,85000
RL,3982,Reg,AllPub,TwnhsE,1Story,8,5,2006,GasA,Y,SBrkr,1567,0,Typ,Attchd,648,Y,2006,New,Partial,264561
RL,12677,IR1,AllPub,TwnhsE,1Story,8,5,2003,GasA,Y,SBrkr,1518,0,Typ,Attchd,588,Y,2008,WD,Normal,274000
FV,7050,Reg,AllPub,1Fam,2Story,7,5,2001,GasA,Y,SBrkr,1057,872,Typ,Attchd,650,Y,2007,WD,Normal,226000
RL,13860,Reg,AllPub,1Fam,SLvl,8,7,1972,GasA,Y,SBrkr,2000,704,Typ,Attchd,538,Y,2009,WD,Normal,345000
RL,10793,Reg,AllPub,1Fam,2Story,5,5,1969,GasA,Y,SBrkr,780,840,Min1,Attchd,462,Y,2007,WD,Normal,152000
FV,9187,Reg,AllPub,1Fam,1Story,9,5,2009,GasA,Y,SBrkr,1766,0,Typ,Attchd,478,Y,2009,New,Partial,370878
RL,10530,IR1,AllPub,1Fam,1Story,6,5,1971,GasA,Y,SBrkr,981,0,Typ,Detchd,576,Y,2007,WD,Normal,143250
RL,7200,Reg,AllPub,1Fam,1Story,5,5,1950,GasA,Y,SBrkr,1048,0,Min1,Detchd,420,Y,2008,WD,Normal,98300
RL,10452,IR1,AllPub,1Fam,1Story,6,5,1953,GasA,Y,SBrkr,1094,0,Typ,Attchd,495,Y,2008,WD,Normal,155000
RL,7700,Reg,AllPub,1Fam,2Story,6,5,1966,GasA,Y,SBrkr,1051,788,Typ,Attchd,442,Y,2010,WD,Normal,155000
RM,1936,Reg,AllPub,Twnhs,SFoyer,4,6,1970,GasA,Y,SBrkr,630,0,Typ,NA,0,Y,2007,WD,Normal,84500
FV,8125,Reg,AllPub,1Fam,2Story,7,6,2007,GasA,Y,SBrkr,822,843,Typ,Attchd,562,Y,2008,WD,Normal,205950
RL,9084,Reg,AllPub,1Fam,2Story,4,5,1940,GasA,Y,SBrkr,755,755,Typ,Detchd,296,P,2009,WD,Normal,108000
RL,8750,Reg,AllPub,1Fam,2Story,7,5,1996,GasA,Y,SBrkr,909,807,Typ,Attchd,512,Y,2009,WD,Normal,191000
RM,10320,Reg,AllPub,1Fam,1.5Fin,6,7,1906,GasA,Y,SBrkr,756,713,Typ,Detchd,216,Y,2008,WD,Normal,135000
RL,10437,IR1,AllPub,1Fam,1Story,8,6,1995,GasA,Y,SBrkr,2113,0,Typ,Attchd,839,Y,2008,WD,Normal,350000
RM,1680,Reg,AllPub,Twnhs,2Story,6,5,1971,GasA,Y,SBrkr,525,567,Typ,Detchd,264,Y,2010,WD,Family,88000
RL,10007,IR1,AllPub,1Fam,1Story,5,7,1959,GasA,Y,SBrkr,1053,0,Typ,Attchd,312,Y,2008,WD,Normal,145500
RL,7200,Reg,AllPub,1Fam,2Story,7,6,1931,GasA,Y,SBrkr,851,651,Typ,Attchd,270,P,2008,WD,Normal,149000
RL,17503,Reg,AllPub,1Fam,1.5Fin,6,5,1948,GasA,Y,SBrkr,912,546,Typ,Attchd,330,Y,2010,WD,Abnorml,97500
RL,9937,Reg,AllPub,1Fam,1Story,5,7,1964,GasA,Y,SBrkr,1486,0,Typ,Detchd,480,Y,2009,WD,Normal,167000
RL,12384,Reg,AllPub,1Fam,2Story,7,7,1976,GasA,Y,SBrkr,1142,793,Typ,Attchd,550,Y,2007,WD,Normal,197900
RL,46589,IR2,AllPub,1Fam,2Story,8,7,1994,GasA,Y,SBrkr,1686,762,Typ,Attchd,711,Y,2009,WD,Normal,402000
RL,13560,Reg,AllPub,1Fam,1Story,6,3,1968,GasA,Y,SBrkr,1392,0,Maj2,Attchd,576,Y,2009,WD,Normal,110000
RL,10012,Reg,AllPub,1Fam,SFoyer,4,5,1972,GasA,Y,SBrkr,1181,0,Typ,Detchd,588,Y,2008,WD,Normal,137500
RL,20896,IR2,AllPub,1Fam,1Story,8,5,2005,GasA,Y,SBrkr,2097,0,Typ,Attchd,1134,Y,2006,New,Partial,423000
RL,11194,IR1,AllPub,1Fam,2Story,8,5,2000,GasA,Y,SBrkr,1454,482,Typ,Attchd,504,Y,2006,WD,Normal,230500
RL,18450,IR1,AllPub,1Fam,2Story,6,5,1965,GasA,Y,SBrkr,1465,915,Sev,CarPort,596,Y,2007,WD,Abnorml,129000
RL,8125,Reg,AllPub,1Fam,1Story,6,5,1994,GasA,Y,SBrkr,1679,0,Typ,Attchd,575,Y,2008,WD,Normal,193500
RL,14175,Reg,AllPub,1Fam,1Story,5,6,1956,GasA,Y,SBrkr,1437,0,Min2,Detchd,576,Y,2006,WD,Normal,168000
RL,11600,Reg,AllPub,1Fam,1Story,4,5,1922,GasA,Y,SBrkr,1180,0,Typ,Detchd,252,Y,2006,WD,Normal,137500
RL,8633,Reg,AllPub,1Fam,2Story,6,5,2005,GasA,Y,SBrkr,738,738,Typ,Attchd,540,Y,2009,WD,Normal,173500
RH,6629,Reg,AllPub,1Fam,2Story,6,6,1925,GasA,N,SBrkr,697,672,Typ,Detchd,300,Y,2009,WD,Normal,103600
RL,11250,IR1,AllPub,1Fam,1Story,6,6,1977,GasA,Y,SBrkr,1208,0,Typ,Attchd,546,Y,2006,WD,Normal,165000
RL,14442,Reg,AllPub,1Fam,1Story,6,7,1957,GasA,Y,SBrkr,1839,0,Typ,Attchd,416,Y,2007,WD,Normal,257500
RL,9200,Reg,AllPub,1Fam,1Story,6,6,1965,GasA,Y,SBrkr,1136,0,Typ,Attchd,384,Y,2008,WD,Normal,140000
RL,2289,Reg,AllPub,Twnhs,2Story,6,6,1978,GasA,Y,SBrkr,855,586,Typ,Attchd,440,Y,2009,WD,Normal,148500
RM,9600,Reg,AllPub,1Fam,2Story,4,2,1900,GasW,N,SBrkr,1095,679,Min2,2Types,779,N,2006,WD,Normal,87000
RL,9022,Reg,AllPub,1Fam,1Story,5,8,1924,GasA,Y,SBrkr,792,0,Typ,Detchd,240,N,2009,WD,Normal,109500
RL,11844,IR1,AllPub,1Fam,1Story,8,5,2008,GasA,Y,SBrkr,2046,0,Typ,Attchd,834,Y,2009,New,Partial,372500
RL,9945,IR1,AllPub,1Fam,1Story,5,5,1961,GasA,Y,SBrkr,988,0,Typ,Detchd,572,Y,2007,WD,Normal,128500
RL,8012,Reg,AllPub,TwnhsE,1Story,6,5,1980,GasA,Y,SBrkr,923,0,Typ,Attchd,264,Y,2010,WD,Normal,143000
RH,4500,IR2,AllPub,1Fam,1.5Fin,5,5,1932,GasA,Y,SBrkr,848,672,Typ,Detchd,281,Y,2009,WD,Abnorml,159434
RL,2887,Reg,AllPub,1Fam,1Story,6,5,1996,GasA,Y,SBrkr,1291,0,Typ,Attchd,431,Y,2008,WD,Normal,173000
RL,11248,IR1,AllPub,1Fam,1Story,9,5,2002,GasA,Y,SBrkr,1668,0,Typ,Attchd,702,Y,2007,WD,Normal,285000
RL,16770,IR2,AllPub,1Fam,2Story,7,5,1998,GasA,Y,SBrkr,1195,644,Typ,Attchd,486,Y,2010,WD,Normal,221000
RL,5062,IR1,AllPub,TwnhsE,2Story,7,5,1984,GasA,Y,SBrkr,1190,900,Min1,Attchd,577,Y,2007,WD,Normal,207500
FV,10207,Reg,AllPub,1Fam,2Story,7,6,2007,GasA,Y,SBrkr,874,887,Typ,Attchd,578,Y,2007,New,Partial,227875
FV,5105,IR2,AllPub,TwnhsE,2Story,7,5,2004,GasA,Y,SBrkr,551,551,Typ,Detchd,480,Y,2007,WD,Normal,148800
RL,8089,Reg,AllPub,1Fam,1Story,8,6,2007,GasA,Y,SBrkr,1419,0,Typ,Attchd,567,Y,2007,New,Partial,392000
RL,7577,IR1,AllPub,TwnhsE,1Story,6,5,2005,GasA,Y,SBrkr,1362,0,Typ,Attchd,460,Y,2007,WD,Normal,194700
RM,4426,Reg,AllPub,TwnhsE,1Story,6,5,2004,GasA,Y,SBrkr,848,0,Typ,Attchd,420,Y,2008,WD,Normal,141000
RL,21535,IR1,AllPub,1Fam,2Story,10,6,1994,GasA,Y,SBrkr,2444,1872,Typ,Attchd,832,Y,2007,WD,Normal,755000
RL,26178,IR1,AllPub,1Fam,2Story,7,5,1989,GasA,Y,SBrkr,1238,1281,Typ,Attchd,628,Y,2006,WD,Normal,335000
RL,5400,Reg,AllPub,1Fam,1Story,5,6,1921,GasA,Y,SBrkr,1073,0,Typ,Detchd,326,Y,2006,WD,Abnorml,108480
RM,6120,Reg,AllPub,1Fam,1.5Fin,5,6,1936,GasA,Y,SBrkr,1067,472,Typ,Detchd,576,Y,2009,WD,Normal,141500
RL,13811,IR1,AllPub,1Fam,1Story,6,6,1987,GasA,Y,SBrkr,1137,0,Typ,Attchd,551,Y,2006,WD,Normal,176000
RM,6000,Reg,AllPub,1Fam,1Story,5,7,1921,GasA,Y,SBrkr,616,0,Typ,Detchd,205,Y,2006,WD,Normal,89000
RL,6420,IR1,AllPub,1Fam,1Story,5,7,1952,GasA,Y,FuseA,1148,0,Typ,Detchd,308,Y,2006,WD,Normal,123500
RL,8450,Reg,AllPub,1Fam,1Story,5,8,1965,GasA,Y,SBrkr,894,0,Typ,Detchd,336,Y,2010,WD,Normal,138500
FV,4282,IR2,AllPub,TwnhsE,1Story,7,5,2004,GasA,Y,SBrkr,1391,0,Typ,Attchd,530,Y,2008,WD,Normal,196000
RL,14331,Reg,AllPub,1Fam,1Story,8,5,2002,GasA,Y,SBrkr,1800,0,Typ,Attchd,765,Y,2006,WD,Normal,312500
RL,9600,Reg,AllPub,1Fam,1Story,7,5,1969,GasA,Y,SBrkr,1164,0,Typ,Attchd,528,Y,2006,COD,Normal,140000
RL,12438,IR1,AllPub,1Fam,2Story,8,5,2006,GasA,Y,SBrkr,1264,1312,Typ,BuiltIn,666,Y,2006,New,Partial,361919
RM,7630,Reg,AllPub,2fmCon,2Story,5,9,1900,GasA,Y,SBrkr,1032,780,Typ,Detchd,672,N,2010,WD,Normal,140000
RL,8400,Reg,AllPub,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,1484,0,Typ,Attchd,606,Y,2010,WD,Normal,213000
RM,5600,Reg,AllPub,2fmCon,2Story,4,5,1930,GasA,N,SBrkr,372,720,Mod,NA,0,N,2010,WD,Normal,55000
RL,115149,IR2,AllPub,1Fam,1Story,7,5,1971,GasA,Y,SBrkr,1824,0,Typ,Attchd,739,Y,2007,WD,Normal,302000
RL,6240,Reg,AllPub,TwnhsE,1Story,8,5,2006,GasA,Y,SBrkr,1324,0,Typ,Attchd,550,Y,2009,WD,Normal,254000
RL,9018,IR1,AllPub,1Fam,2Story,7,5,2007,GasA,Y,SBrkr,728,728,Typ,Attchd,400,Y,2007,New,Partial,179540
RL,7162,IR1,AllPub,1Fam,1Story,5,7,1966,GasA,Y,SBrkr,904,0,Typ,Attchd,408,Y,2008,WD,Abnorml,109900
RL,4130,IR1,AllPub,1Fam,1Story,3,6,1935,GasA,Y,SBrkr,729,0,Maj2,NA,0,N,2008,WD,Normal,52000
C (all),8712,Reg,AllPub,1Fam,1.5Fin,4,7,1900,GasA,Y,SBrkr,859,319,Typ,Detchd,384,N,2010,WD,Abnorml,102776
RL,4671,IR1,AllPub,TwnhsE,1Story,8,5,1988,GasA,Y,SBrkr,1228,0,Typ,Attchd,472,Y,2008,WD,Normal,189000
RL,9873,Reg,AllPub,2fmCon,1Story,4,5,1970,GasW,N,SBrkr,960,0,Typ,Detchd,576,Y,2006,WD,Normal,129000
RL,13517,IR1,AllPub,1Fam,2Story,6,8,1976,GasA,Y,SBrkr,725,754,Typ,Attchd,475,Y,2010,WD,Normal,130500
RL,10140,Reg,AllPub,1Fam,1Story,6,5,1974,GasA,Y,SBrkr,1350,0,Typ,Attchd,478,Y,2009,WD,Normal,165000
RM,10800,Reg,AllPub,1Fam,2Story,7,8,1890,GasA,Y,SBrkr,1576,978,Typ,Detchd,704,P,2007,WD,Normal,159500
RL,10000,Reg,AllPub,1Fam,1Story,5,6,1973,GasA,Y,SBrkr,1178,0,Typ,Attchd,439,Y,2008,WD,Normal,157000
RL,10542,Reg,AllPub,1Fam,2Story,7,5,1993,GasA,Y,SBrkr,1325,1093,Typ,Attchd,983,Y,2008,WD,Normal,341000
RL,9920,IR1,AllPub,1Fam,1Story,5,6,1969,GasA,Y,SBrkr,971,0,Typ,Attchd,300,Y,2006,WD,Normal,128500
RL,6563,IR1,AllPub,1Fam,1Story,8,5,1985,GasA,Y,SBrkr,1742,0,Typ,Attchd,564,Y,2006,WD,Normal,275000
RM,4426,Reg,AllPub,TwnhsE,1Story,6,5,2004,GasA,Y,SBrkr,848,0,Typ,Attchd,420,Y,2010,WD,Normal,143000
RL,8120,Reg,AllPub,1Fam,1Story,4,7,1970,GasA,Y,SBrkr,864,0,Typ,Detchd,463,Y,2009,WD,Normal,124500
RL,8172,Reg,AllPub,1Fam,1.5Fin,4,6,1954,GasA,Y,SBrkr,997,473,Typ,Detchd,548,Y,2008,WD,Normal,135000
